codigo_cie;codigo_inep;nome_escola;nome_municipio;DS_LATITUDE;DS_LONGITUDE;IDESP_AI_18;IDESP_AF_18;IDESP_EM_18;saresp3EF_Mat;saresp3EF_LP;saresp5EF_Mat;saresp5EF_LP;saresp9EF_Mat;saresp9EF_LP;saresp3EM_Mat;saresp3EM_LP;NO_CATEGORIA;NO_DEPENDENCIA;MEDIA_ALUNOS_TURMA_AI;MEDIA_ALUNOS_TURMA_AF;MEDIA_ALUNOS_TURMA_EM;INSE;COMPLEXIDADE_ESCOLAR;REGULARIDADE_DOCENTE;FUN_AI_CAT_1;FUN_AI_CAT_2;FUN_AI_CAT_3;FUN_AI_CAT_4;FUN_AI_CAT_5;FUN_AI_CAT_6;FUN_AF_CAT_1;FUN_AF_CAT_2;FUN_AF_CAT_3;FUN_AF_CAT_4;FUN_AF_CAT_5;FUN_AF_CAT_6;MED_CAT_1;MED_CAT_2;MED_CAT_3;MED_CAT_4;MED_CAT_5;MED_CAT_6;NUM_Diretores_2014a2019;Sexo_Diretor;Faixa_Etaria_Diretor;TX_RESP_Q004;TX_RESP_Q006;TX_RESP_Q008;TX_RESP_Q010;TX_RESP_Q014;TX_RESP_Q015;TX_RESP_Q016;TX_RESP_Q017;TX_RESP_Q018;TX_RESP_Q019;TX_RESP_Q026;TX_RESP_Q027;TX_RESP_Q028;TX_RESP_Q032;TX_RESP_Q037;TX_RESP_Q038;TX_RESP_Q039;TX_RESP_Q040;TX_RESP_Q041;TX_RESP_Q042;TX_RESP_Q043;TX_RESP_Q044;TX_RESP_Q045;TX_RESP_Q046;TX_RESP_Q047;TX_RESP_Q048;TX_RESP_Q049;TX_RESP_Q050;TX_RESP_Q051;TX_RESP_Q052;TX_RESP_Q053;TX_RESP_Q054;TX_RESP_Q055;TX_RESP_Q077;TX_RESP_Q078;TX_RESP_Q079;TX_RESP_Q080;TX_RESP_Q086;TEM_GREMIO;PEI;ETI;TX_RESP_Q067;TX_RESP_Q068;TX_RESP_Q069;TX_RESP_Q070;TX_RESP_Q071;TX_RESP_Q072;TX_RESP_Q073;TX_RESP_Q074;TX_RESP_Q075;TX_RESP_Q076;TX_RESP_Q081;TX_RESP_Q082;TX_RESP_Q083;TX_RESP_Q084;TX_RESP_Q085;TX_RESP_Q090;TX_RESP_Q091;TX_RESP_Q092;TX_RESP_Q093;TX_RESP_Q094;TX_RESP_Q095;TX_RESP_Q096;TX_RESP_Q097;TX_RESP_Q098;TX_RESP_Q099;TX_RESP_Q100;TX_RESP_Q101;TX_RESP_Q102;TX_RESP_Q103;TX_RESP_Q104;TX_RESP_Q105;TX_RESP_Q106;TX_RESP_Q107;TX_RESP_Q108
28712;35028712;PIO X;SAO JOSE DO RIO PRETO;-20,82209;-49,37364;NULL;3;3,46;NULL;NULL;NULL;NULL;257,1;255,2;297,9;297,1;Urbana;Estadual;NULL;NULL;32,8;1,81;Nível 2;2,2;0;0;0;0;0;0;0;0;0;0;0;0;0;4,1;16,7;50;12,5;16,7;16;Feminino;De40a49;H;D;A;H;C;H;A;A;G;B;B;E;;F;C;A;A;B;D;D;B;D;D;D;D;D;D;C;C;C;D;D;D;B;A;A;B;B;Sim;Não;Não;A;D;D;A;A;A;D;D;D;D;A;A;B;B;A;A;A;B;B;B;B;B;A;A;B;A;A;A;A;A;A;A;A;A
28745;35028745;CLEMENTE MARTON SEGURA PADRE;SAO JOSE DO RIO PRETO;-20,8646;-49,3112;NULL;3,76;2,71;NULL;NULL;NULL;NULL;267,3;246,4;291,6;278,8;Urbana;Estadual;NULL;29,3;30,1;5,05;Nível 4;3,4;0;0;0;0;0;0;2,9;0;11,8;64,7;14,7;5,9;0;0;10,4;65,5;20,7;3,4;24;Feminino;De30a29;H;D;C;F;C;G;A;A;F;A;A;A;D;H;C;C;A;B;D;D;B;C;D;D;D;D;B;D;B;D;B;A;B;B;A;A;A;B;Sim;Não;Não;A;B;C;A;A;A;C;B;A;B;A;A;B;A;B;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;B;B;A
28769;35028769;ANTONIO DE BARROS SERRA PROFESSOR;SAO JOSE DO RIO PRETO;-20,8007;-49,3872;NULL;3,3;2,28;NULL;NULL;NULL;NULL;253,9;250,3;281,3;278,7;Urbana;Estadual;NULL;33,8;34;4,36;Nível 4;2,9;0;0;0;0;0;0;0;0;19,4;64,5;12,9;3,2;0;0;13,7;63,6;18,2;4,5;16;Feminino;De50a54;G;B;C;J;C;H;B;B;G;A;A;A;D;F;C;A;F;B;C;C;B;D;D;D;D;D;A;C;C;C;B;A;B;A;A;A;A;B;Sim;Não;Não;D;C;D;A;C;A;C;B;A;D;A;A;B;B;A;A;A;A;A;A;B;A;A;A;B;A;A;A;B;A;A;B;A;A
28782;35028782;LEME CARDEAL;SAO JOSE DO RIO PRETO;-20,81579;-49,38484;NULL;6;5,15;NULL;NULL;NULL;NULL;319;284;338,7;332,3;Urbana;Estadual;NULL;34,5;25,3;3,87;Nível 2;4,2;0;0;0;0;0;0;0;8,7;73,9;8,7;8,7;0;0;0;80;13,3;6,7;0;8;Masculino;De50a54;H;B;A;I;A;F;E;D;G;B;B;E;E;H;C;D;D;I;D;D;B;C;D;D;D;D;D;D;D;D;D;D;D;B;A;A;A;B;Sim;Sim;Não;C;A;A;A;A;A;A;A;A;A;A;A;B;B;A;B;B;B;B;B;B;A;A;A;B;A;A;A;A;A;A;A;A;A
28800;35028800;GENARO DOMARCO;MIRASSOL;-20,81911;-49,52526;NULL;4,48;3,81;NULL;NULL;NULL;NULL;286,3;268,9;308,8;302,4;Urbana;Estadual;NULL;33,1;27,3;2,26;Nível 4;3,1;0;0;0;0;0;0;0;7,4;3,7;66,7;14,8;7,4;0;3,7;3,7;66,7;14,8;11,1;16;Masculino;De30a29;H;B;E;H;G;E;A;A;E;B;A;A;E;H;C;B;B;H;D;D;B;D;B;C;D;D;B;C;C;C;C;C;D;B;A;A;A;B;Sim;Não;Não;A;C;B;A;B;A;D;A;A;A;A;A;B;B;A;A;A;B;A;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
28812;35028812;ANISIO JOSE MOREIRA;MIRASSOL;-20,8215;-49,5107;NULL;4,27;4,06;NULL;NULL;NULL;NULL;281,7;260,4;309,3;301,7;Urbana;Estadual;NULL;33;26;4,7;Nível 3;4;0;0;0;0;0;0;0;0;97;3;0;0;0;0;90,9;9,1;0;0;16;Feminino;55mais;I;B;A;I;G;H;A;A;G;B;B;E;E;H;E;A;E;H;E;D;B;D;D;D;D;D;D;C;C;D;D;C;B;B;A;A;A;B;Sim;Sim;Não;C;A;B;A;A;A;A;A;A;A;A;A;B;B;A;A;A;B;A;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
28848;35028848;VOLUNTARIOS DE 32;SAO JOSE DO RIO PRETO;-20,80023;-49,39184;NULL;5,33;NULL;NULL;NULL;NULL;NULL;302;272;NULL;NULL;Urbana;Estadual;NULL;32,5;NULL;3,59;Nível 2;3,7;0;0;0;0;0;0;0;36,4;40,9;22,7;0;0;0;0;0;0;0;0;6;Feminino;55mais;I;B;C;J;G;E;E;B;G;B;B;E;E;H;E;B;D;I;D;D;B;D;D;D;C;D;B;B;A;C;B;A;B;B;A;A;A;B;Sim;Sim;Não;C;A;A;A;B;A;A;A;A;A;A;B;B;A;A;A;A;B;B;B;B;B;B;B;B;B;A;B;B;A;A;B;B;A
28861;35028861;CARMO TURANO VOLUNTARIO;CEDRAL;-20,90482;-49,2661;NULL;NULL;3,09;NULL;NULL;NULL;NULL;NULL;NULL;291,2;288,5;Urbana;Estadual;NULL;NULL;28,9;4,68;Nível 3;3,1;0;0;0;0;0;0;0;0;0;0;0;0;0;5,9;11,8;47,1;17,6;17,6;10;Masculino;De40a49;F;D;C;F;G;F;B;B;F;B;B;E;D;H;E;A;D;H;D;D;A;D;D;D;D;D;B;B;B;B;B;D;A;A;A;A;A;B;Sim;Não;Não;C;D;D;D;C;A;B;B;D;D;A;;B;A;A;A;A;B;B;B;B;A;A;B;B;A;A;A;A;A;A;A;A;A
28897;35028897;JOAQUIM MENDES PEQUITO;MIRASSOLANDIA;-20,6167;-49,4649;NULL;3,34;3,2;NULL;NULL;NULL;NULL;255,3;250,8;287,9;296,4;Urbana;Estadual;NULL;29,4;23;4,74;Nível 4;2,5;0;0;0;0;0;0;0;0;9,5;66,7;9,5;14,3;0;0;0;73,7;15,8;10,5;20;Masculino;De50a54;I;D;C;I;A;G;E;D;G;B;B;B;B;H;C;A;D;I;C;D;A;C;C;C;C;C;C;B;B;B;C;B;A;A;A;A;A;B;Sim;Não;Não;D;D;C;D;D;C;D;C;D;D;B;B;B;B;A;A;A;B;B;B;B;A;B;B;B;A;A;B;A;A;A;B;B;A
28903;35028903;JUSTINO JERRY FARIA PROFESSOR;SAO JOSE DO RIO PRETO;-20,81407;-49,3986;NULL;3,85;3,11;NULL;NULL;NULL;NULL;264,8;260,2;288,3;296;Urbana;Estadual;NULL;33,1;33,4;1,95;Nível 4;3;0;0;0;0;0;0;0;4,9;19,5;51,2;19,5;4,9;0;0;22,6;54,8;12,9;9,7;24;Feminino;De30a29;D;D;D;G;C;E;D;D;F;B;A;C;D;F;C;A;F;B;C;D;A;C;D;D;D;D;A;C;C;D;D;D;D;B;A;A;A;B;Sim;Não;Não;D;D;D;D;C;C;D;D;D;D;A;A;B;A;A;A;A;A;A;B;B;A;A;A;B;A;A;A;A;A;A;A;A;A
28915;35028915;JAMIL KHAUAN PROFESSOR;SAO JOSE DO RIO PRETO;-20,8151;-49,36095;NULL;NULL;5,4;NULL;NULL;NULL;NULL;NULL;NULL;336,3;325,8;Urbana;Estadual;NULL;NULL;37,4;2,46;Nível 2;4,2;0;0;0;0;0;0;0;0;0;0;0;0;0;16,6;79,2;4,2;0;0;4;Feminino;De50a54;F;B;C;K;F;G;E;C;G;B;B;E;E;H;E;C;D;H;D;D;B;C;C;C;C;C;D;D;D;C;D;B;B;B;A;A;A;B;Sim;Sim;Não;D;A;A;A;B;A;A;A;A;A;A;A;B;B;A;B;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
28927;35028927;JOSE FELICIO MIZIARA PROFESSOR;SAO JOSE DO RIO PRETO;-20,8291;-49,3951;NULL;4,85;4,73;NULL;NULL;NULL;NULL;288,4;273,5;321,2;319,3;Urbana;Estadual;NULL;33;35,5;1,66;Nível 6;2,5;0;0;0;0;0;0;0;3,2;12,9;45,2;22,6;16,1;0;0;3;57,6;30,3;9,1;8;Masculino;55mais;H;D;C;K;A;G;G;E;G;A;A;E;C;H;E;D;E;B;B;D;A;D;C;D;D;D;A;B;D;C;B;B;A;B;A;A;A;B;Sim;Não;Não;D;C;D;A;A;A;D;A;C;B;A;A;B;B;A;B;A;B;B;B;B;B;A;B;B;B;A;B;B;A;A;A;B;A
28939;35028939;EPAMINONDAS JOSE DE ANDRADE;CARDOSO;-20,08388;-49,9161;NULL;3,23;3,11;NULL;NULL;NULL;NULL;269;230,9;289,7;279,7;Urbana;Estadual;NULL;26,5;30,6;5,69;Nível 4;3,4;0;0;0;0;0;0;0;0;59,2;22,7;13,6;4,5;4,2;0;37,5;25;25;8,3;20;Masculino;De40a49;;B;C;H;C;G;C;C;G;A;B;E;E;H;E;A;A;B;D;D;B;C;D;D;D;D;D;D;D;D;D;D;D;A;A;A;A;B;Sim;Não;Sim;B;C;B;B;B;D;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
28940;35028940;FIDELIS PADRE;TANABI;-20,62831;-49,65051;NULL;3,98;3,35;NULL;NULL;NULL;NULL;272,9;257,1;303,3;294,9;Urbana;Estadual;NULL;29,5;32,4;4,13;Nível 5;3,4;0;0;0;0;0;0;0;0;0;57,8;21,1;21,1;0;3,3;0;56,7;23,3;16,7;20;Feminino;De50a54;H;B;C;I;A;E;G;A;G;B;B;E;D;H;C;A;D;B;D;C;B;D;C;C;C;C;B;B;B;B;B;C;A;B;A;A;A;B;Sim;Não;Não;A;A;A;A;A;A;B;A;A;A;A;A;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;B;B;A;A;A;B;A
28952;35028952;GERALDO ALVES MACHADO PROF;ALVARES FLORENCE;-20,31951;-49,90731;NULL;3,62;2,96;NULL;NULL;NULL;NULL;262,2;256,5;284,7;279,1;Urbana;Estadual;NULL;22;27;5,6;Nível 3;2,8;0;0;0;0;0;0;8,3;16,7;8,3;41,7;16,7;8,3;0;0;0;71,4;28,6;0;24;Feminino;De40a49;G;B;C;F;C;H;C;A;G;B;B;E;E;H;E;A;A;B;C;E;B;D;D;D;D;D;B;B;B;C;C;C;C;B;A;A;A;B;Sim;Não;Não;B;B;D;D;A;A;B;B;A;A;A;A;B;B;A;B;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;B;A
28964;35028964;ALVARO DUARTE DE ALMEIDA PROF;COSMORAMA;-20,47829;-49,77458;NULL;3,17;2,66;NULL;NULL;NULL;NULL;248;252,1;286,7;275,9;Urbana;Estadual;NULL;25;31,3;4,17;Nível 4;3;0;0;0;0;0;0;0;0;16,7;44,4;33,3;5,6;0;0;13,6;36,4;40,9;9,1;16;Feminino;De50a54;G;B;C;I;A;F;G;G;G;B;B;D;D;H;E;B;A;H;C;D;A;C;C;C;D;D;D;B;B;B;B;B;D;A;A;A;A;B;Sim;Não;Não;A;D;D;D;A;A;B;D;A;B;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;B;A;A;B;A;A;A;B;A
28976;35028976;CICERO USBERTI PROF;VALENTIM GENTIL;-20,42701;-50,08231;NULL;2,89;2,74;NULL;NULL;NULL;NULL;245,4;236,4;284,6;283,9;Urbana;Estadual;NULL;32,7;31,8;4,69;Nível 4;3;0;0;0;0;0;0;0;5,4;18,9;51,4;13,5;10,8;0;0;3;57,6;24,2;15,2;28;Feminino;De40a49;H;B;C;I;C;G;B;B;G;B;B;E;C;F;E;A;A;B;D;D;B;C;C;C;C;C;C;C;C;C;B;B;B;B;A;A;A;B;Sim;Não;Não;A;A;A;A;A;A;A;A;A;C;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
28988;35028988;JOSE MANOEL LOBO DR;VOTUPORANGA;-20,42773;-49,97366;NULL;3,08;2,49;NULL;NULL;NULL;NULL;252,2;243,1;286,6;278,3;Urbana;Estadual;NULL;27,9;27,8;4,61;Nível 6;3,2;0;0;0;0;0;0;0;3,4;6,9;62,1;20,7;6,9;2,7;0;2,6;52,6;23,7;18,4;8;Feminino;55mais;D;B;A;J;A;G;E;D;G;A;B;C;D;F;E;A;D;E;C;D;A;C;C;D;C;C;B;B;B;C;B;C;A;B;A;A;A;B;Sim;Não;Não;D;D;A;C;A;A;D;C;A;D;A;A;B;B;A;A;A;B;A;B;B;A;A;A;B;A;A;A;A;A;A;B;B;A
28997;35028997;PONTES GESTAL CEL;PONTES GESTAL;-20,1806;-49,7016;NULL;2,52;1,76;NULL;NULL;NULL;NULL;238,7;229,2;273,5;271;Urbana;Estadual;NULL;19;17;4,96;Nível 2;2,6;0;0;0;0;0;0;0;0;50;41,7;8,3;0;0;0;46,1;46,2;7,7;0;28;Feminino;De40a49;G;B;C;I;G;F;B;B;G;B;B;E;A;H;E;A;F;B;D;D;A;D;D;D;D;D;D;C;C;B;B;A;A;A;A;A;B;B;Sim;Não;Sim;D;D;A;D;A;A;B;B;A;B;A;B;B;B;A;A;A;B;B;B;B;B;B;B;B;B;A;A;B;A;A;B;B;A
29002;35029002;SARAH ARNOLDI BARBOSA PROFA;VOTUPORANGA;-20,41455;-49,97205;NULL;5,79;NULL;NULL;NULL;NULL;NULL;303,5;281,2;NULL;NULL;Urbana;Estadual;NULL;34,8;NULL;2,96;Nível 2;2,9;0;0;0;0;0;0;0;40;50;10;0;0;0;0;0;0;0;0;8;Masculino;De50a54;H;D;C;I;D;H;A;A;G;B;B;E;E;H;C;D;D;H;B;D;B;D;C;C;C;C;B;B;B;C;B;A;B;B;B;A;A;B;Sim;Sim;Não;C;A;A;A;A;A;B;B;A;B;A;A;B;B;A;A;B;B;B;B;B;B;B;B;B;B;A;B;B;B;A;B;B;A
29014;35029014;JOSE ABRAO MELHEM;AMERICO DE CAMPOS;-20,30187;-49,73329;NULL;3,38;1,73;NULL;NULL;NULL;NULL;263,4;235,3;270,3;253;Urbana;Estadual;NULL;18;21,3;4,87;Nível 5;2,8;0;0;0;0;0;0;10;0;0;50;40;0;7,1;0;0;42,9;42,9;7,1;24;Feminino;De40a49;F;B;C;I;C;F;B;A;F;B;B;D;D;F;C;A;F;B;C;C;B;C;C;C;C;B;C;D;B;B;B;B;B;A;A;A;A;B;Sim;Não;Não;C;D;C;A;A;A;B;B;B;B;A;A;B;B;A;A;A;B;A;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A
29105;35029105;CICERO BARBOSA LIMA JUNIOR PROF;VOTUPORANGA;-20,4207;-49,9671;NULL;4,29;2,86;NULL;NULL;NULL;NULL;282,9;257,6;289,3;288,2;Urbana;Estadual;NULL;33,7;35;2,67;Nível 4;2,8;0;0;0;0;0;0;0;7,7;3,8;46,2;26,9;15,4;0;0;13,1;56,5;21,7;8,7;20;Feminino;55mais;E;D;C;H;G;H;C;C;G;B;B;D;D;F;E;C;D;B;C;C;B;C;C;C;C;C;B;D;D;D;D;C;C;B;A;A;A;B;Sim;Não;Não;B;D;C;A;A;A;C;B;B;B;A;A;B;B;A;B;A;B;B;B;B;A;B;B;B;A;A;A;A;A;A;A;A;A
29178;35029178;EDUCADOR PEDRO CIA;SANTO ANDRE;-23,74166;-46,49403;NULL;NULL;4,38;NULL;NULL;NULL;NULL;NULL;NULL;317,6;307,8;Urbana;Estadual;NULL;NULL;37,2;3,58;Nível 2;3,1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;64;16;4;8;8;Feminino;55mais;F;E;C;J;D;H;E;D;G;B;B;E;A;H;E;C;E;H;D;D;B;D;D;D;D;D;A;C;B;C;B;A;B;B;A;A;A;B;Não;Sim;Não;C;A;B;A;B;A;B;B;A;A;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A
29221;35029221;CECILIA MEIRELES;PARISI;-20,30769;-50,01367;NULL;3,28;1,49;NULL;NULL;NULL;NULL;256,8;248,8;269,3;236,9;Urbana;Estadual;NULL;27,2;21,3;5,39;Nível 3;2,5;0;0;0;0;0;0;0;26,7;0;53,3;13,3;6,7;0;7,7;0;61,5;30,8;0;36;Feminino;De40a49;H;B;C;I;G;D;A;A;G;A;A;A;C;H;C;A;E;B;D;D;B;C;C;C;C;C;B;C;C;C;A;C;B;B;A;A;A;B;Sim;Não;Sim;B;D;A;D;A;A;A;B;A;B;A;A;A;B;A;A;A;B;B;B;B;B;B;A;B;B;A;A;B;A;A;B;B;A
29300;35029300;JOAO PORTUGAL;TANABI;-20,6231;-49,6443;NULL;4,59;NULL;NULL;NULL;NULL;NULL;279,9;265,1;NULL;NULL;Urbana;Estadual;NULL;30,5;NULL;5,16;Nível 5;2,9;0;0;0;0;0;0;3,1;0;24,2;30,3;18,2;24,2;0;0;0;0;0;0;8;Feminino;55mais;H;B;B;J;A;G;F;B;G;B;A;A;D;D;C;B;D;B;E;D;A;D;D;D;D;D;A;C;C;C;B;A;A;B;A;A;A;B;Sim;Não;Não;A;B;A;A;A;A;B;A;A;A;A;A;B;B;A;B;A;B;B;B;B;B;A;A;B;A;A;B;B;A;A;A;B;A
29324;35029324;ZILDA PRADO PAULOVICH PROFA;NOVA INDEPENDENCIA;-21,1057;-51,4929;NULL;NULL;3,55;NULL;NULL;NULL;NULL;NULL;NULL;297,9;298,7;Urbana;Estadual;NULL;NULL;23,7;5,19;Nível 2;2,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72,7;9,1;18,2;0;Feminino;De40a49;H;B;C;I;C;F;C;C;G;B;B;E;B;F;E;A;F;B;E;E;B;C;D;C;D;D;B;B;B;B;B;C;B;B;A;A;A;B;Sim;Não;Não;B;C;D;D;B;A;C;C;A;B;A;B;B;B;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;B
29336;35029336;NOEMIA DIAS PEROTTI DONA;MIRANDOPOLIS;-21,1539;-51,11271;NULL;3,58;3,04;NULL;NULL;NULL;NULL;253,1;250,9;286,7;282,8;Urbana;Estadual;NULL;32,4;28,2;4,8;Nível 5;2,8;0;0;0;0;0;0;0;2,8;20;60;8,6;8,6;0;0;0;67,8;17,9;14,3;16;Feminino;55mais;G;D;C;H;G;H;D;D;G;B;B;E;B;H;E;C;E;I;D;D;B;D;D;C;B;C;B;C;C;C;B;B;B;A;A;A;A;B;Sim;Não;Não;C;D;B;C;C;B;B;C;B;B;A;A;B;B;A;B;A;B;B;B;B;B;B;A;B;A;A;A;A;A;A;A;B;A
29361;35029361;FRANCISCO TEODORO DE ANDRADE;ANDRADINA;-20,9038;-51,3817;NULL;3,87;3,33;NULL;NULL;NULL;NULL;274,8;257,8;300,9;292,1;Urbana;Estadual;NULL;30,8;28,3;4,47;Nível 4;2,6;0;0;0;0;0;0;0;0;5,2;73,7;15,8;5,3;0;4,4;4,3;52,2;26,1;13;24;Feminino;55mais;G;B;C;G;D;F;D;C;G;B;B;E;D;F;C;A;A;D;D;D;B;C;C;C;C;C;B;C;C;C;B;B;B;B;A;A;A;B;Sim;Não;Não;A;B;A;A;A;B;B;B;B;A;A;A;B;A;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
29373;35029373;ALVARO GUIAO DR;ANDRADINA;-20,89812;-51,3751;NULL;3,87;2,97;NULL;NULL;NULL;NULL;264,4;259,9;291,7;285,1;Urbana;Estadual;NULL;32,9;32,1;4,37;Nível 6;3;0;0;0;0;0;0;0;2,7;2,8;61,1;16,7;16,7;0;0;2,4;50;23,8;23,8;28;Masculino;55mais;D;B;B;J;G;H;E;B;G;A;A;A;A;B;C;A;D;B;C;C;B;C;C;C;C;B;B;C;C;C;B;A;B;B;A;A;A;B;Sim;Não;Não;A;B;A;A;A;A;C;A;A;A;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;B;A
29452;35029452;CESARE TOPPINO PADRE;LAVINIA;-21,16427;-51,03847;NULL;NULL;3,98;NULL;NULL;NULL;NULL;NULL;NULL;314;296,4;Urbana;Estadual;NULL;NULL;21,6;4,61;Nível 2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;23;38,5;23,1;15,4;0;6;Feminino;De40a49;D;B;C;H;G;E;C;C;E;A;A;A;D;H;C;A;E;B;C;C;B;D;D;D;D;D;D;B;B;C;B;B;B;A;A;A;A;B;Sim;Não;Não;B;C;A;B;B;A;B;A;A;A;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;A
29488;35029488;PAULO GRASSI BONILHA DR;ITAPURA;-20,641;-51,5143;NULL;3,26;2,23;NULL;NULL;NULL;NULL;249,6;252,9;267,1;269,6;Urbana;Estadual;NULL;23,7;27;5,37;Nível 5;2,6;0;0;0;0;0;0;0;5;10;35;30;20;0;0;0;40;40;20;24;Feminino;De40a49;D;D;A;I;G;E;B;B;F;B;B;E;A;E;E;A;D;H;C;D;B;D;C;D;D;D;D;D;C;C;D;C;D;B;A;A;A;B;Sim;Não;Não;D;C;D;A;D;C;D;B;D;B;A;A;B;B;A;A;A;B;A;B;B;B;A;B;B;A;A;A;A;A;A;B;B;A
29506;35029506;JUVENTINO NOGUEIRA RAMOS;GUARACAI;-21,02944;-51,21214;NULL;3,42;1,87;NULL;NULL;NULL;NULL;253;250,9;269,4;261,5;Urbana;Estadual;NULL;28,1;30;4,8;Nível 4;3,1;0;0;0;0;0;0;0;0;13,7;63,6;9,1;13,6;0;4,6;9,1;68,2;4,5;13,6;28;Masculino;De50a54;D;B;C;I;A;H;A;A;G;B;B;E;B;D;C;B;A;H;C;C;B;C;B;D;D;D;C;B;C;B;B;B;B;A;A;A;A;B;Sim;Não;Não;D;C;A;A;A;A;C;C;C;C;A;A;B;B;A;A;A;B;A;B;B;A;A;A;B;B;A;A;B;A;A;B;B;A
29634;35029634;ANCHIETA PADRE;MURUTINGA DO SUL;-20,98891;-51,27998;NULL;3,41;2,81;NULL;NULL;NULL;NULL;264;239,1;283,9;281,1;Urbana;Estadual;NULL;21,9;34;4,73;Nível 2;3,4;0;0;0;0;0;0;0;11,1;33,3;27,8;0;27,8;0;0;60;10;0;30;16;Masculino;55mais;D;B;A;J;C;H;C;C;G;B;B;E;B;F;E;A;D;B;D;D;B;D;D;D;D;D;C;C;C;D;D;B;B;B;A;A;A;B;Sim;Não;Sim;A;C;A;A;A;A;A;A;B;A;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;A;A;B;B;A;A;B;B;A
29661;35029661;MARILENA SANTANA CORREA FERNANDES PROFA;MIRANDOPOLIS;-21,00039;-51,08795;NULL;3,66;2,76;NULL;NULL;NULL;NULL;259,3;254,4;289,9;273,2;Urbana;Estadual;NULL;25;23,8;4,79;Nível 2;2,4;0;0;0;0;0;0;0;10,5;68,4;15,8;0;5,3;0;5,5;66,7;22,2;0;5,6;20;Feminino;De40a49;D;B;C;H;C;F;C;A;F;B;A;A;D;F;C;B;F;B;C;D;A;D;D;D;D;D;D;B;B;C;C;B;B;A;A;A;A;B;Sim;Não;Sim;C;D;C;A;A;A;B;B;B;C;A;A;B;B;A;A;A;B;B;B;B;B;A;A;B;B;A;A;B;A;A;B;B;A
29713;35029713;LUIZ GAMA;ARACATUBA;-21,20399;-50,44156;NULL;4,58;3,87;NULL;NULL;NULL;NULL;288,7;263,5;308;296,6;Urbana;Estadual;NULL;34,4;38,3;3,39;Nível 2;2,3;0;0;0;0;0;0;0;0;24,9;43,8;18,8;12,5;0;0;21;47,4;21,1;10,5;20;Feminino;55mais;F;B;C;I;G;D;C;C;G;B;B;D;D;F;E;C;A;B;D;D;B;C;C;C;C;C;B;B;D;C;D;A;B;A;A;A;A;B;Sim;Não;Sim;C;D;A;A;B;A;C;A;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
29737;35029737;LICOLINA VILLELA REIS ALVES PROFA;ARACATUBA;-21,2206;-50,4424;NULL;4,38;3,95;NULL;NULL;NULL;NULL;277,2;261,9;310,5;307,8;Urbana;Estadual;NULL;33,1;14;3,37;Nível 2;3,4;0;0;0;0;0;0;0;5,2;73,7;5,3;0;15,8;0;0;74,9;6,3;0;18,8;16;Feminino;De40a49;H;B;C;H;A;F;E;C;G;B;B;E;C;H;E;A;D;H;C;D;A;C;C;C;C;D;B;B;B;D;D;B;A;B;A;A;A;B;Sim;Sim;Não;B;A;A;A;B;A;A;B;A;C;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;B;A;A;B;B;A
29762;35029762;NILCE MAIA SOUTO MELO PROFA;ARACATUBA;-21,20692;-50,45418;NULL;3,06;2,68;NULL;NULL;NULL;NULL;249,6;236,3;290,9;272,6;Urbana;Estadual;NULL;36,1;35;3,32;Nível 4;2,6;0;0;0;0;0;0;0;0;3,9;53,8;23,1;19,2;0;4,7;4,8;66,7;9,5;14,3;24;Feminino;De50a54;H;B;C;H;;C;F;C;F;B;B;D;D;F;C;C;A;H;D;D;A;C;D;D;D;D;B;D;D;D;D;B;B;B;A;A;A;B;Sim;Não;Não;C;B;A;A;C;A;B;A;C;A;A;A;B;B;A;A;B;B;B;A;B;B;B;B;B;A;A;A;A;A;A;A;A;A
